State,County,FIPS,Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad
AL,Autauga,1001,0.2561666254,0.0030007112,0.0044338007,0.0101484992,0.1555083524,0.0747607067,0,0.0009758098,0.0024528793,0.0048858662
AL,Baldwin,1003,0.4500312623,0.0153481793,0.0118836768,0.0319484614,0,0.2787089307,0,0.0178420967,0.0448494056,0.0494505117
AL,Barbour,1005,0.0993703334,0.001904576,0.0085554559,0.0062835269,0,0.0571425408,0,0.0054689606,0.0137472403,0.006268033
AL,Bibb,1007,0.0459450712,0.0007687701,0.0016220624,0.0046143911,0,0.0357456931,0,0.0003802599,0.0009558531,0.0018580416
AL,Blount,1009,0.1147762518,0.0019514106,0.0090594505,0.011162115,0,0.0874007285,0,0.0002980241,0.0007491392,0.0041553838
AL,Bullock,1011,0.0313400587,0.0004824514,0.0034969836,0.0026660559,0,0.0233105743,0,0,0,0.0013839935
AL,Butler,1013,0.0980097103,0.001653979,0.003211287,0.0050547642,0,0.0826682596,0,0.000530852,0.0013343941,0.0035561743
AL,Calhoun,1015,0.4669628186,0.0125765954,0.0462808415,0.02742766,0,0.3470989985,0,0.0050501887,0.0126945815,0.015833953
AL,Chambers,1017,0.0844473028,0.0024305284,0.0112090587,0.008560152,0,0.0570280163,0,0.0003546459,0.0008914693,0.003973432
AL,Cherokee,1019,0.0620656591,0.0008582433,0.0017635325,0.0051599234,0,0.0447321275,0,0.0005794237,0.0014564887,0.0075159199
AL,Chilton,1021,0.1725272885,0.00193918,0.053766503,0.0088526467,0,0.0948279768,0,0.0025684181,0.0064561944,0.0041163695
AL,Choctaw,1023,0.0583739085,0.0006861352,0.0199901595,0.0036486746,0,0.028419235,0,0.0002061262,0.0005181365,0.0049054414
AL,Clarke,1025,0.0779813286,0.0020741103,0.0155397973,0.0067643328,0.0006684313,0.0451976879,0,0.0004339386,0.0010907846,0.0062122458
AL,Clay,1027,0.0383425553,0.0006651565,0.0050366797,0.0032956344,0,0.0258405361,0,0.0003179138,0.0007991373,0.0023874974
AL,Cleburne,1029,0.0694920413,0.0003678153,0.0030136395,0.0033975543,0,0.0613862268,0,0,0,0.0013268055
AL,Coffee,1031,0.1314622779,0.0036468234,0.0106465617,0.0099251012,0,0.0694332554,0,0.0088732205,0.0223044778,0.0066328379
AL,Colbert,1033,1.9707854967,0.0066577271,0.0351096966,0.0123904971,1.7932294517,0.0922305805,0,0.0052705668,0.0132485428,0.0126484341
AL,Conecuh,1035,0.1851705401,0.0006754626,0.0016364198,0.00322422,0.0002844389,0.0625314382,0,0.0324507364,0.0815709227,0.0027969017
AL,Coosa,1037,0.0459583906,0.000209283,0.008797961,0.0027570089,0,0.0315228603,0,0,0,0.0026712774
AL,Covington,1039,0.3720869944,0.0030025938,0.0066414808,0.0088433247,0.2124706102,0.0671596754,0,0.0193314183,0.0485930928,0.0060447986
AL,Crenshaw,1041,0.0360719858,0.0007400925,0.0009632246,0.0032032283,0,0.0286766527,0,0,0,0.0024887877
AL,Cullman,1043,0.2109656825,0.0064556536,0.0138762638,0.0178340714,0.0048716581,0.1425948701,0,0.0040786115,0.0102523399,0.0110022141
AL,Dale,1045,0.2745601369,0.0055607854,0.0186687109,0.0115640732,0.000001497,0.1480133728,0,0.0245341758,0.0616711801,0.0045463418
AL,Dallas,1047,0.1080725497,0.0043959356,0.011238765,0.0109803364,0,0.058179864,0,0.0047506823,0.0119417164,0.00658525
AL,DeKalb,1049,0.1829115645,0.0049359103,0.0246555994,0.0139253492,0,0.1225152916,0,0.0017681762,0.0044446381,0.0106665997
AL,Elmore,1051,0.1486925077,0.0030909224,0.0167781832,0.0149359309,0,0.0886972237,0,0.0042298811,0.010632589,0.0103277774
AL,Escambia,1053,0.3165689997,0.0031383291,0.0748025741,0.0086415761,1.41725854857767E-005,0.0845820853,0,0.0400010836,0.1005501103,0.0048390687
AL,Etowah,1055,0.4225199192,0.0107927684,0.0161431418,0.0243427638,0.1839772202,0.1685226537,0,0.0027990797,0.0070360022,0.0089062896
AL,Fayette,1057,0.0505685785,0.0013484355,0.0035975341,0.0042614071,0,0.0333940642,0,0.001642568,0.0041288967,0.002195673
AL,Franklin,1059,0.0974004225,0.0019443821,0.0103797092,0.0069974782,0,0.0662900947,0,0.0021604601,0.0054307139,0.0041975843
AL,Geneva,1061,0.0587639489,0.0012256858,0.0027647678,0.0058845674,0,0.0403281122,0,0.0010633809,0.0026730053,0.0048244295
AL,Greene,1063,1.0791042896,0.0004470213,0.0006155377,0.002295445,1.0212402117,0.0515713499,0,0,0,0.002934724
AL,Hale,1065,0.0568994251,0.0005840411,0.0178671222,0.0039699108,0,0.0303922712,0,0.0002241622,0.0005634751,0.0032984426
AL,Henry,1067,0.067314081,0.0009670778,0.0029945711,0.0037199542,0,0.0400653148,0,0.0044043482,0.0110711375,0.0040916775
AL,Houston,1069,0.2245099937,0.0158398331,0.0195619912,0.0202844526,0,0.155723472,0,0,0,0.0131002448
AL,Jackson,1071,3.0621472963,0.0029548741,0.2298660285,0.0121626884,2.6907374607,0.1120336612,0,0.0008313756,0.0020898169,0.011471391
AL,Jefferson,1073,7.5207504208,0.1606579428,0.9217251914,0.1546533295,4.8646836175,1.108491216,0.0830614645,0.0379750638,0.0954573292,0.0940452661
AL,Lamar,1075,0.0430593404,0.0007155589,0.0048513855,0.0037705959,0,0.0312891716,0,0,0,0.0024326285
AL,Lauderdale,1077,0.1815864924,0.0106186093,0.0140778946,0.0198646602,0,0.1230308463,0,0,0,0.013994482
AL,Lawrence,1079,0.0869710267,0.0011953183,0.0044034953,0.0079750721,0,0.0614904926,0,0.0014215659,0.0035733689,0.0069117135
AL,Lee,1081,0.4161177873,0.0101195674,0.026766365,0.0240279717,0.1608531613,0.1533871255,0,0.0070979033,0.0178418919,0.0160238012
AL,Limestone,1083,0.2602233513,0.0043715106,0.0134218982,0.014870257,0,0.1324558015,0,0.0198296506,0.0498454917,0.0254287417
AL,Lowndes,1085,0.1472785448,0.0003168899,0.0023601078,0.0030627588,0.0859075626,0.0525667484,0,0,0,0.0030644773
AL,Macon,1087,0.0938615363,0.0027285916,8.37324095387768E-005,0.0054052925,0,0.076007368,0,0.0020966898,0.0052704183,0.0022694437
AL,Madison,1089,0.6844631586,0.0473910402,0.0524331344,0.0660036353,0,0.4032157202,0,0.021686722,0.0545135834,0.0392193231
AL,Marengo,1091,0.2372523635,0.0015225973,0.0808868347,0.0054538128,0,0.0426441512,0.0989545101,0.0005740685,0.0014430279,0.005773361
AL,Marion,1093,0.1146412955,0.0022155891,0.0120201533,0.0071755999,0,0.0808911502,0,0.002340391,0.0058830065,0.0041154056
AL,Marshall,1095,0.2061379246,0.0081793977,0.0462507172,0.0189620153,0,0.1033760599,0,0.0037306846,0.0093777608,0.0162612891
AL,Mobile,1097,5.4006249096,0.0569061553,0.4914683232,0.0939829877,3.8867168635,0.5090907061,0.1678630436,0.0418363351,0.1051633542,0.047597141
AL,Monroe,1099,0.0733667602,0.0023006234,0.0159600961,0.00563334,0,0.0362539979,0,0.0023018964,0.005786245,0.0051305614
AL,Montgomery,1101,0.5707728334,0.0418387939,0.0223803454,0.0507521957,0,0.3713807918,0,0.0152082193,0.0382286676,0.0309838196
AL,Morgan,1103,0.6328548989,0.0198103924,0.3049065089,0.0258405506,0.0863897843,0.1744001105,0,0.0016419239,0.0041272771,0.0157383511
AL,Perry,1105,0.0316443146,0.0006016366,0.0022083088,0.002963817,0,0.0231222756,0,0.0002222298,0.0005586164,0.0019674304
AL,Pickens,1107,0.0560185211,0.0008984726,0.00318513,0.0049604119,0,0.0403122344,0,0.0009518306,0.0023926019,0.0033178397
AL,Pike,1109,0.1204314004,0.0025177644,0.0054974568,0.0066961729,0,0.0605879309,0,0.011472512,0.0288382778,0.0048212856
AL,Randolph,1111,0.1028185143,0.0010726706,0.0626522905,0.0047641984,0,0.0302148473,0,0.0003345256,0.0008408916,0.0029390902
AL,Russell,1113,0.15192148,0.00332076,0.0406333815,0.0117839574,0,0.0915557697,0,0,0,0.0046276113
AL,St. Clair,1115,0.3151580156,0.0035181385,0.0065904579,0.01502603,0,0.1617362903,0.1052189223,0.0038555726,0.0096916969,0.0095209073
AL,Shelby,1117,3.7811355797,0.0185793446,0.0120574763,0.0344412095,3.28332558,0.2119882355,0.1701831962,0.0022669894,0.0056984972,0.042595051
AL,Sumter,1119,0.069176615,0.0008239577,0.0025448504,0.0036790478,0,0.0590288514,0,5.4108123256766E-005,0.0001360112,0.0029097884
AL,Talladega,1121,0.2351267537,0.0054894317,0.0475317232,0.0182469668,0,0.1167908474,0,0.0102778062,0.0258351631,0.0109548152
AL,Tallapoosa,1123,0.1460575295,0.0126356001,0.0329565764,0.0094856584,0,0.0691505335,0,0.0040083282,0.0100756762,0.0077451568
AL,Tuscaloosa,1125,0.666810764,0.021997609,0.2047287343,0.0379803811,0.0002133291,0.3425322753,0,0.009231626,0.0232053989,0.0269214103
AL,Walker,1127,2.2140156182,0.0057110417,0.0039399905,0.0168075754,2.0497698292,0.1168886839,0,0.0036233272,0.0091079022,0.008167268
AL,Washington,1129,1.3083826641,0.0004747133,0.0290211369,0.0041669991,1.2360173517,0.0353930345,0,0,0,0.0033094287
AL,Wilcox,1131,8.485902289,0.0005223068,8.4518795165,0.0031619543,0,0.0245628783,0,0.0003486968,0.0008765128,0.0045504234
AL,Winston,1133,0.0678899477,0.0014896434,0.0138730929,0.0057620394,0,0.0372524639,0,0.0010933276,0.002748279,0.0056711014
AK,Aleutians East,2013,0.1996376462,0.0010862885,0.1476360974,0.0008347532,0.0111078849,0.0045537435,0,0.0055824771,0.0275618499,0.0012745518
AK,Aleutians West,2016,0.2994901912,0.0045795697,0.2584644157,0.0019060189,0.0166124128,0.0064100389,0,0.0016002084,0.0079005625,0.0020169643
AK,Anchorage,2020,1.9293702048,0.3595525679,0.5718165249,0.1904910987,0.0014383027,0.2620531736,0,0.0828851721,0.409221326,0.051912039
AK,Bethel,2050,0.344295179,0.013877644,0.0091962889,0.006613331,0.007573529,0.0248603847,0,0.046892625,0.2315186385,0.0037627379
AK,Bristol Bay,2060,0.1142305786,0.0011914733,0.0095717575,0.0007926511,0,0.0020841669,0,0.0168413096,0.0831490469,0.0006001732
AK,Denali,2068,0.0360282106,0.000622633,0,0.0029039766,0.0239893541,0.0033962656,0,0.0007711342,0.0038072497,0.0005375974
AK,Dillingham,2070,0.228903916,0.0046161884,0.071083257,0.0025645539,0,0.0090995877,0,0.0236037981,0.1165368588,0.0013996722
AK,Fairbanks North Star,2090,1.1204687738,0.0821353215,0.3728490974,0.067059809,0.3563306302,0.0502078658,0,0.0301066494,0.1486427879,0.0131366125
AK,Haines,2100,0.036895142,0.0014113591,0.000213894,0.0012494981,0,0.0041918123,0,0.0049418721,0.0243990501,0.0004876562
AK,Juneau,2110,0.331425496,0.03455341,0.0141212637,0.0151711737,0.0005090996,0.02507117,0,0.0400616719,0.197792803,0.0041449041
AK,Kenai Peninsula,2122,0.8680152795,0.0368709611,0.5510606498,0.0347280379,0.0348609372,0.0820200301,0,0.0201987809,0.0997255799,0.0085503028
AK,Ketchikan Gateway,2130,0.1372668013,0.0164499889,0.0814418391,0.0077987312,0,0.0121742573,0,0.0029085194,0.0143599653,0.0021335
AK,Kodiak Island,2150,0.2268575476,0.0095617704,0.078873421,0.0068949814,0,0.0120547512,0,0.019643271,0.0969829128,0.0028464397
AK,Lake and Peninsula,2164,0.0862692058,0.0003732544,0.0005255022,0.0009176684,0,0.0029272255,0,0.0132374897,0.0653562382,0.0029318275
AK,Matanuska-Susitna,2170,0.2881356011,0.0341838792,0.0091439695,0.0397103882,0,0.0897064946,0,0.0181726309,0.0897220567,0.007496182
AK,Nome,2180,0.2067733217,0.0072349112,0.0005255022,0.0043789073,0.0015118212,0.0130834117,0,0.0299218725,0.1477305046,0.002386391
AK,North Slope,2185,2.7921071684,0.01616982,2.390996427,0.0042372666,0.2595554312,0.0079832827,0,0.0186047293,0.091855416,0.0027047955
AK,Northwest Arctic,2188,0.2157422705,0.0051665856,6.07623756074015E-007,0.0029799323,0.0147852491,0.0094518805,0,0.0305833915,0.1509965621,0.0017780618
AK,Prince of Wales-Oute,2201,0.0711353006,0.0024847591,0.0059890326,0.0029219536,0,0.0104119442,0,0.0072469877,0.0357798852,0.0063007381
AK,Sitka,2220,0.0689808378,0.0099695573,0.0111759627,0.0043160697,0,0.0071182431,0,0.0058672305,0.0289677367,0.0015660378
AK,Skagway-Hoonah-Angoo,2232,0.0631315759,0.0015901547,0.0031530133,0.0019654746,0,0.0059536214,0,0.0082924216,0.04094141,0.0012354801
AK,Southeast Fairbanks,2240,0.0841614892,0.0020615754,0.0028357812,0.0024133764,0,0.0101612132,0,0.0110381341,0.0544975632,0.0011538457
AK,Valdez-Cordova,2261,0.2403866601,0.0076706237,0.1327064786,0.0061045246,0.0353445052,0.018270707,0,0.0062588374,0.0309011816,0.0031298021
AK,Wade Hampton,2270,0.1778490125,0.0028095703,0.0005255022,0.0025123551,0,0.0130925909,0,0.0265244734,0.1309568394,0.0014276812
AK,Wrangell-Petersburg,2280,0.0798093472,0.0047082803,0.0083418669,0.0038969062,0,0.0084293308,0,0.0088805761,0.0438452508,0.0017071361
AK,Yakutat,2282,0.0544593238,0.0003864172,0.0344297622,0.0004247845,0,0.0013601296,0,0.0029014611,0.0143251163,0.0006316529
AK,Yukon-Koyukuk,2290,0.4427146223,0.0021463401,0,0.0022517939,0,0.0115017407,0,0.0714018102,0.3525255812,0.0028873563
AZ,Apache,4001,3.2466229506,0.0071004979,0.0007647793,0.0061678397,3.0099885102,0.204444363,0,0.0038350861,0.0096401943,0.0046816802
AZ,Cochise,4003,1.2096441935,0.013136776,0.0116243087,0.0256613832,0.7599376303,0.2819484607,0,0.0286201883,0.0719421316,0.0167733147
AZ,Coconino,4005,5.6321710464,0.0439433576,0.023178512,0.0216634961,5.0658796023,0.3316778394,0,0.0351131795,0.0882634608,0.0224515989
AZ,Gila,4007,0.1325774679,0.0031181234,0.0106491513,0.0110063495,0,0.0770516218,0,0.0047255516,0.0118785451,0.0141481252
AZ,Graham,4009,0.064765768,0.0022769833,0.0016079826,0.0056783474,0,0.0438582307,0,0.0019976227,0.0050213926,0.0043252086
AZ,Greenlee,4011,0.0168467245,0.0004900507,0.000089902,0.001896743,2.5684459597294E-005,0.0078163484,0,0.0016763569,0.0042138345,0.0006378043
AZ,La Paz,4012,0.1378158719,0.0018507158,0.0016388127,0.0041083635,0,0.1164350384,0,0.0019350423,0.0048640883,0.0069838109
AZ,Maricopa,4013,7.4810911016,0.6897384299,0.2667818777,0.2592663246,0.5731111889,4.0278730376,0,0.3059338686,0.7690212867,0.5893650877
AZ,Mohave,4015,1.0127474306,0.022140515,0.0210842674,0.0247254272,0.4803825368,0.3656575968,0,0.015338314,0.0385556884,0.0448630852
AZ,Navajo,4017,2.5459047728,0.0061200123,0.1497996856,0.0141712089,2.0679453915,0.252463026,0,0.012817119,0.032218199,0.0103701304
AZ,Pima,4019,2.195879117,0.074104783,0.1564667258,0.1548252243,0.3152175903,1.0291964979,0.1242615751,0.0659230524,0.1657097702,0.1101738981
AZ,Pinal,4021,0.9604253427,0.0066276354,0.0162937766,0.0214696266,0.4302760394,0.3954398076,0,0.0130022832,0.0326836382,0.0446325356
AZ,Santa Cruz,4023,0.1171422606,0.003617885,0.0043862722,0.0063575835,0.0005695487,0.0830746236,0,0.0037599418,0.0094513087,0.005925097
AZ,Yavapai,4025,0.7682306215,0.0157465683,0.0183846104,0.0396726628,0.0014740816,0.3632123703,0.1377885483,0.0468029108,0.1176477615,0.0275011074
AZ,Yuma,4027,0.4780137003,0.0136380871,0.011047657,0.0158577883,0.0513159392,0.2365289934,0,0.0350873851,0.0881986257,0.0263392246
AR,Arkansas,5001,0.1260963561,0.0033308998,0.0355480635,0.0059796909,0,0.0327647851,0,0.0093013372,0.0233806289,0.0157909507
AR,Ashley,5003,0.1514819683,0.0021232634,0.0984556581,0.006382249,0,0.034659714,0,0.0004660851,0.001171594,0.0082234047
AR,Baxter,5005,0.1140662914,0.0084173318,0.0253495484,0.0140250476,0,0.0431711064,0,0.004049797,0.0101799115,0.0088735486
AR,Benton,5007,1.4901762678,0.0484458865,0.1192257718,0.0589173016,0.9632709427,0.1931666335,0,0.0223292454,0.0561286774,0.0286918089
AR,Boone,5009,0.1039614562,0.0098775349,0.0224918448,0.0117043769,0,0.0497228956,0,0.0014865615,0.0037367487,0.0049414937
AR,Bradley,5011,0.0326853521,0.0016720606,0.0058836858,0.0032291999,0,0.0172676675,0,0.0004728944,0.0011887099,0.0029711341
AR,Calhoun,5013,0.027675498,0.0003778867,0.0065565994,0.0017379741,0,0.0176072092,0,0,0,0.0013958286
AR,Carroll,5015,0.0951736799,0.0044506718,0.0313477915,0.0089858191,0,0.0362688451,0,0.0026485838,0.0066577045,0.0048142641
AR,Chicot,5017,0.0732634637,0.0014130066,0.0081172268,0.0035951129,0,0.0269496673,0,0.006656158,0.0167314824,0.0098008097
AR,Clark,5019,0.1375713959,0.003447432,0.0452661136,0.0059618081,0,0.063293668,0,0.0041665104,0.0104732979,0.0049625659
AR,Clay,5021,0.0828471444,0.0019255226,0.0208666613,0.0079792842,0,0.0232652555,0,0.0051752434,0.0130089335,0.010626244
AR,Cleburne,5023,0.068960798,0.0032064145,0.014956903,0.0080809423,0,0.0293596431,0,0.0021654755,0.0054433208,0.0057480988
AR,Cleveland,5025,0.0222470236,0.0002934489,0.0009472995,0.0020502327,0,0.0175020634,0,0,0,0.0014539792
AR,Columbia,5027,0.0869678175,0.0031979301,0.0277114864,0.0067863641,0.0014640432,0.0391021535,0,0.001174122,0.0029513732,0.004580345
AR,Conway,5029,0.2345360211,0.0028575857,0.1555476589,0.0049544116,0,0.0619500317,0,0.0011887842,0.0029882246,0.0050493245
AR,Craighead,5031,0.2632384579,0.0209117224,0.0700843772,0.0282020769,0.0003504693,0.1092127695,0,0.0043988047,0.0110572076,0.0190210303
AR,Crawford,5033,0.1672310818,0.0079524112,0.0381713887,0.0147302022,0,0.0999177661,0,0,0,0.0064593136
AR,Crittenden,5035,0.1910654141,0.0081734496,0.016460415,0.0139172696,0.0061652123,0.1216029268,0,0.0027556802,0.0069269126,0.0150635479
AR,Cross,5037,0.0612152831,0.0025043348,0.0109069804,0.0057357216,0,0.0269979762,0,0.0012186368,0.0030632682,0.0107883652
AR,Dallas,5039,0.0297866894,0.0011908745,0.0074045795,0.0023038086,0,0.0166326287,0,7.5150171189973E-005,0.0001889032,0.0019907447
AR,Desha,5041,0.1150877379,0.0017942895,0.0632066418,0.0040508355,0,0.0231036925,0,0.0031972074,0.0080367734,0.0116982978
AR,Drew,5043,0.0661355712,0.0037365693,0.0195548461,0.005291542,0,0.0307802524,0,0.0005637674,0.0014171372,0.0047914569
AR,Faulkner,5045,0.2508778999,0.0175666805,0.0586156465,0.0200623077,0,0.1335400046,0,0.0017954839,0.0045132831,0.0147844934
AR,Franklin,5047,0.0972578717,0.0015913774,0.0361860371,0.0049082545,0.0057542576,0.0432699061,0,0.0005493555,0.0013809097,0.0036177737
AR,Fulton,5049,0.0288520892,0.0009652447,0.002720227,0.0034868023,0,0.0196800233,0,0,0,0.0019997919
AR,Garland,5051,0.217671886,0.0206851665,0.0370954004,0.0253543465,0,0.1088527996,0,0.0039161584,0.0098439877,0.011924027
AR,Grant,5053,0.0496014121,0.0010029182,0.0117152268,0.0043956857,0,0.026544151,0,0.0009057285,0.0022767156,0.0027609863
AR,Greene,5055,0.1378215,0.0060802771,0.0520479832,0.0096924372,0,0.0451298244,0,0.0038308197,0.0096294725,0.011410686
AR,Hempstead,5057,0.125627587,0.0029435728,0.0381574703,0.0070101275,0.0018889119,0.0589653744,0,0.0033110559,0.0083229514,0.0050281228
AR,Hot Spring,5059,0.4750993829,0.002659821,0.071193224,0.00816034,0.3072445087,0.0774777946,0,0.0011112794,0.0027934051,0.00445901
AR,Howard,5061,0.0775130361,0.0016388019,0.0428484192,0.0040177049,0,0.0216978352,0,0.0008771869,0.0022049686,0.0042281194
AR,Independence,5063,3.2411994118,0.0077520788,0.1066052806,0.0117130556,3.0303597621,0.0493750103,0,0.0082354829,0.0207014109,0.0064573306
AR,Izard,5065,0.0346949445,0.0013051841,0.0033285845,0.0038365725,0,0.0140569107,0,0.0029846372,0.007502437,0.0016806185
AR,Jackson,5067,0.0805127068,0.0034190567,0.0078763044,0.0065719668,0,0.0331395774,0,0.0055485379,0.0139472768,0.0100099867
AR,Jefferson,5069,5.0114445709,0.0128683843,2.0675417744,0.0204761144,2.7562257333,0.1240094361,0,0.0043658718,0.0109744247,0.0149828321
AR,Johnson,5071,0.1663533885,0.0037850436,0.0987390836,0.0052087823,0,0.0537723757,0,0.0002576577,0.0006476695,0.003942776
AR,Lafayette,5073,0.0463110253,0.0005551581,0.0046376019,0.0023630053,0.0166300239,0.0186533392,0,0,0,0.0034718969
AR,Lawrence,5075,0.0751408526,0.0023398321,0.0126712171,0.007575188,0,0.0375036577,0,0.0018983867,0.0047719509,0.0083806201
AR,Lee,5077,0.0414039438,0.0007933411,0.0016601405,0.0034705134,0,0.0168080544,0,0.0025891458,0.0065082988,0.0095744498
AR,Lincoln,5079,0.0348365351,0.0006372618,0.0066509491,0.0027400869,0,0.0185677328,0,0,0,0.0062405045
AR,Little River,5081,0.8005022322,0.0008324918,0.6367381239,0.002869108,0,0.0261402393,0.1284152928,0,0,0.0055069762
AR,Logan,5083,0.0795068053,0.0019061222,0.0395665921,0.0057510708,0.0005836528,0.0269874838,0,0,0,0.0047118835
AR,Lonoke,5085,0.1739653297,0.0050910971,0.0182233123,0.0109634632,0,0.1070751516,0,0.0051782916,0.0130165887,0.0144174252
AR,Madison,5087,0.0383810158,0.0010209272,0.0078565022,0.0046331121,0,0.0221921112,0,0,0,0.0026783631
AR,Marion,5089,0.0557800777,0.0013752671,0.0174077145,0.0047914994,0,0.0201940211,0,0.0022644456,0.0056921031,0.0040550269
AR,Miller,5091,0.1570213461,0.0045943345,0.0410309953,0.0081650439,0,0.0737066114,0,0.0062068639,0.0156020985,0.0077153986
AR,Mississippi,5093,0.3186012348,0.0089254604,0.1066672116,0.0194733715,0,0.1033965537,0,0.0171323875,0.0430654138,0.0199408363
AR,Monroe,5095,0.086358199,0.0015548063,0.0018076908,0.0033833385,0,0.0412309117,0,0.0085178892,0.0214112871,0.0084522755
AR,Montgomery,5097,0.027316604,0.0005705418,0.0022596135,0.0026684522,0,0.0162879668,0,0.0004294295,0.0010794522,0.004021148
AR,Nevada,5099,0.0447798688,0.0006960184,0.0066136626,0.0026566844,0,0.032184327,0,0,0,0.0026291763
AR,Newton,5101,0.0173460603,0.0006599575,0.0009472995,0.0025475205,0,0.011190516,0,0,0,0.0020007669
AR,Ouachita,5103,0.1062725577,0.0036995594,0.0159998015,0.0089767218,0.0311603616,0.0381180117,0,0.0013888368,0.0034910993,0.0034381656
AR,Perry,5105,0.0188412516,0.0004717098,0.0002346522,0.0021263808,0,0.0139491758,0,0,0,0.002059333
AR,Phillips,5107,0.1230772357,0.003746756,0.0084738735,0.0096292852,0.0435664401,0.0304999462,0,0.0040455345,0.010169203,0.0129461973
AR,Pike,5109,0.0286593071,0.0011961828,0.0051362752,0.0033926833,0,0.0165908397,0,0,0,0.0023433261
AR,Poinsett,5111,0.1017381543,0.0021824948,0.0165820865,0.0087833869,0,0.0512580266,0,0.0025731727,0.0064681463,0.0138908404
AR,Polk,5113,0.0660361826,0.0031194698,0.0123409659,0.00551965,0,0.0278914846,0,0.0037771835,0.0094946516,0.0038927772
AR,Pope,5115,0.1856034884,0.0127875076,0.0427508369,0.0131189465,0,0.089121336,0,0.0058276546,0.0146488871,0.0073483197
AR,Prairie,5117,0.0950752334,0.0007153913,0.0019988888,0.0025899537,0,0.0476230437,0,0.0092810211,0.02332956,0.0095373748
AR,Pulaski,5119,1.2974500581,0.1515460255,0.1633885421,0.1202878362,0.0493897987,0.6232722936,0,0.0370614813,0.0931608781,0.0593432026
AR,Randolph,5121,0.0622258657,0.0027117778,0.0236946158,0.007286082,0.000177507,0.0222943663,0,0.0003650151,0.0009175326,0.0047789691
AR,St. Francis,5123,0.1668318477,0.0035375347,0.051380134,0.0075003023,0.008898269,0.0793408094,0,0.0016103608,0.0040479413,0.0105164963
AR,Saline,5125,0.1457175182,0.0098793069,0.0263523998,0.0227780361,0,0.0654972887,0,0.0033704086,0.0084721447,0.0093679333
AR,Scott,5127,0.0376228971,0.0008529534,0.0124539465,0.0023743475,0,0.0187951773,0,0.0002734209,0.0006872954,0.002185756
AR,Searcy,5129,0.0455234616,0.0009624645,0.0014426763,0.0024702869,0,0.0382157384,0,8.58859099313899E-005,0.0002158913,0.0021305184
AR,Sebastian,5131,0.4738931065,0.0401762043,0.2076863516,0.0367785462,0.0009102043,0.1307828626,0,0.0106893407,0.0268696308,0.019999966
AR,Sevier,5133,0.059147415,0.0018598345,0.0208492797,0.0028732947,0,0.0237127082,0,0.0016791217,0.0042207862,0.0039523901
AR,Sharp,5135,0.110374549,0.0023476447,0.0033807294,0.0056860279,0,0.0944972532,0,0.0004867738,0.0012235921,0.002752528
AR,Stone,5137,0.0297080148,0.0012233695,0.0066832414,0.0039468219,0,0.0154843257,0,0,0,0.0023702564
AR,Union,5139,0.533550172,0.007152389,0.4254294869,0.0126409882,0.0001574572,0.0696483643,0,0.0029698485,0.0074652626,0.0080863753
AR,Van Buren,5141,0.0471035996,0.0017796007,0.0061965554,0.0045701419,0,0.0282221234,0,0.0009594072,0.0024116471,0.0029641238
AR,Washington,5143,0.5250061772,0.0497826644,0.1512537377,0.0611796288,0,0.1990505343,0,0.0093625672,0.0235345393,0.0308425055
AR,White,5145,0.2609833512,0.0263902069,0.0857666276,0.0170353686,1.12278497003807E-005,0.1062227019,0,0.0037969206,0.0095442603,0.0122160374
AR,Woodruff,5147,0.0541306812,0.0009371167,0.0033894202,0.0027765963,0.0205610367,0.0139259076,0,0.0011272526,0.0028335576,0.0085797937
AR,Yell,5149,0.0667531299,0.0020888054,0.0260724631,0.0047419686,0,0.0291084825,0,0,0,0.0047414103
CA,Alameda,6001,3.0242960569,0.1860966562,0.2035911324,0.4556753474,0.0007591659,1.6381367292,0,0.1036367363,0.2605100842,0.1758902052
CA,Alpine,6003,0.0086111999,0.0005901089,0,0.0005928922,0,0.002339641,0,0,0,0.0050885578
CA,Amador,6005,0.1264587863,0.0049154824,0.0374126628,0.0046729143,9.24360883418224E-008,0.0648340135,0,0.0027127373,0.0068189603,0.0050919232
CA,Butte,6007,0.3876429475,0.0244449597,0.0112102116,0.048242886,0.0007945464,0.2339384469,0,0.0116002209,0.0291592939,0.0282523821
CA,Calaveras,6009,0.0948024444,0.0002346237,0.0017142339,0.0060577182,0,0.067642248,0,0.0026839347,0.0067465673,0.0097231186
CA,Colusa,6011,0.1162794571,0.0389121567,0.016200477,0.0040383474,2.84438859023761E-005,0.0352082423,0,0.0030204081,0.007592353,0.0112790287
CA,Contra Costa,6013,5.4425842178,0.1512590128,1.5991237218,0.3286040365,2.0279932154,1.1546480197,0,0.0185019042,0.0465079531,0.1159463542
CA,Del Norte,6015,0.0488625242,0.003659829,0.001220657,0.002972389,0,0.030571446,0,0.0008964211,0.0022533206,0.0072884614
CA,El Dorado,6017,0.3226298432,0.0134956296,0.0030065619,0.0252146107,0,0.1941928337,0,0.0159776721,0.0401628307,0.0305797046
CA,Fresno,6019,1.7855043637,0.1169135397,0.2030580916,0.1900143544,0.005086127,1.0220521264,0,0.0381297969,0.0958462867,0.114404041
CA,Glenn,6021,0.1209545706,0.0274179512,0.0187027589,0.0047965254,0.0004270133,0.0392156993,0,0.0058156267,0.0146186511,0.0099603447
