,Aggregate household income In 1999 Dollars,Airborne,Aircraft,Area Total,Cement,Commercial,Housing units,Industrial,Nonroad,Occupied Housing Units,"Occupied Housing Units: House Heating Fuel: Coal, coke or Wood",Occupied Housing Units: House Heating Fuel: Electricity,"Occupied Housing Units: House Heating Fuel: Fuel oil, kerosene, etc.","Occupied Housing Units: House Heating Fuel: Gas (Utility, Bottled, tank, or LP gas)",Occupied Housing Units: House Heating Fuel: No fuel used,Occupied Housing Units: House Heating Fuel: Other fuel,Occupied Housing Units: House Heating Fuel: Solar energy,Onroad,Residential,Rural,Total Emissions,Total Population,Urban,MSA,CBSA Code
22520,2575930300.0,0.0132485428,0.0052705668,1342.3915,0.0,0.0172763364,65404.0,0.049187591200000005,0.026642916099999997,58549.0,954.0,25199.0,514.0,31760.0,65.0,57.0,0.0,0.21526142680000002,0.0322551573,71263.0,2.1523719890999997,142950.0,71687.0,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",22520
22660,5877781300.0,0.0302015274,0.012014842900000001,2633.857,0.0,0.052647111100000005,105392.0,0.0670619916,0.0421401345,97164.0,1105.0,16043.0,91.0,78861.0,104.0,714.0,246.0,0.3062697853,0.11322223990000001,34480.0,1.2462353673,251494.0,217014.0,"Fort Collins, CO (Metropolitan Statistical Area)",22660
22900,4038977300.0,0.0297663729,0.0118417303,3473.1372,0.0,0.05824495080000001,107708.0,0.27463038120000005,0.03829834879999999,97624.0,3502.0,33835.0,64.0,59831.0,165.0,190.0,37.0,0.4397484337,0.0763597407,113065.0,2.8975875572,255399.0,142334.0,"Fort Smith, AR-OK (Metropolitan Statistical Area)",22900
23060,8210768800.0,0.04076706,0.0162180499,1368.4095,0.0,0.1202905032,162420.0,0.2917373879,0.0847034616,150858.0,1199.0,28848.0,2423.0,117602.0,230.0,503.0,53.0,0.5868051892,0.1759358137,81798.0,1.3323816232,390156.0,308358.0,"Fort Wayne, IN (Metropolitan Statistical Area)",23060
23420,12122618100.0,0.0958462867,0.0381297969,6017.420999999999,0.0,0.11691353970000001,270767.0,0.2030580916,0.114404041,252940.0,6214.0,83476.0,236.0,161219.0,767.0,946.0,82.0,1.0220521264,0.1900143544,100580.0,1.7855043637,799407.0,698827.0,"Fresno, CA (Metropolitan Statistical Area)",23420
23460,1708840900.0,0.0070360022,0.0027990796999999997,548.7532,0.0,0.010792768400000001,45959.0,0.0161431418,0.008906289599999999,41615.0,300.0,12510.0,114.0,28572.0,66.0,53.0,0.0,0.1685226537,0.0243427638,41176.0,0.42251991920000004,103459.0,62283.0,"Gadsden, AL (Metropolitan Statistical Area)",23460
23540,4117948200.0,0.025461317,0.0101290815,1324.5963,0.09536600740000001,0.012256217100000001,101019.0,0.0605505837,0.0303593877,92530.0,942.0,61648.0,1666.0,27812.0,398.0,60.0,4.0,0.452054977,0.0079424976,69878.0,1.2022235899,232392.0,162514.0,"Gainesville, FL (Metropolitan Statistical Area)",23540
23580,2700708200.0,0.0101530783,0.0040391229,429.1899,0.0,0.0169427969,51046.0,0.19991545559999999,0.0273019037,47381.0,706.0,21608.0,397.0,24378.0,264.0,26.0,2.0,0.25475829,0.028373950699999997,46211.0,0.5414845981,139277.0,93066.0,"Gainesville, GA (Metropolitan Statistical Area)",23580
24020,2349948300.0,0.0185757339,0.0073898413,1777.5007,0.08242632280000001,0.0259484864,61646.0,0.1021873136,0.029749733100000002,48184.0,3592.0,5220.0,21415.0,17741.0,35.0,155.0,26.0,0.2039158901,0.0613948002,68186.0,0.5340958377999999,124345.0,56159.0,"Glens Falls, NY (Metropolitan Statistical Area)",24020
24140,1869307800.0,0.008411801,0.0033464005,556.689,0.0,0.0144058685,47313.0,0.018436463700000003,0.0140638195,42612.0,261.0,23936.0,2706.0,15536.0,122.0,43.0,8.0,0.1434267771,0.0232355951,50557.0,0.8441004617,113329.0,62772.0,"Goldsboro, NC (Metropolitan Statistical Area)",24140
24300,2135042900.0,0.033073507200000005,0.013157381299999998,3341.107,0.0,0.0172197267,48427.0,0.0738897389,0.0166974597,45823.0,905.0,5376.0,89.0,39013.0,69.0,266.0,105.0,0.1536561443,0.056081302199999995,17647.0,0.4721274832,116255.0,98608.0,"Grand Junction, CO (Metropolitan Statistical Area)",24300
24340,19476144300.0,0.0800139511,0.0318313376,3802.0353,0.0,0.245523198,360632.0,0.4931406443,0.1744370991,337666.0,4259.0,17338.0,10661.0,302487.0,1005.0,1853.0,63.0,1.2243512855,0.5228957907,238889.0,5.5163526487,930670.0,691781.0,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",24340
24540,3383602500.0,0.0582652621,0.0231792252,4021.5570000000002,0.0,0.0994570456,66194.0,0.4706040526,0.043927658,63247.0,387.0,7130.0,267.0,54656.0,226.0,493.0,88.0,0.3210268142,0.0804471075,51066.0,1.6902901351,180936.0,129870.0,"Greeley, CO (Metropolitan Statistical Area)",24540
24580,5896987700.0,0.03437636,0.013675684399999999,2848.99,0.0,0.1180314059,118232.0,0.4482072953,0.06092709179999999,108897.0,1792.0,11524.0,6172.0,88182.0,295.0,905.0,27.0,0.43330460950000005,0.1429845933,81734.0,2.0642788806000003,282599.0,200865.0,"Green Bay, WI (Metropolitan Statistical Area)",24580
24660,13614929700.0,0.0675896972,0.0268886952,2019.9633000000001,0.0,0.0927090039,275021.0,0.235481608,0.10853199649999999,256315.0,4858.0,111705.0,23170.0,115387.0,563.0,530.0,102.0,1.0550241814,0.18100409180000002,200723.0,1.9975342654,643430.0,442707.0,"Greensboro-High Point, NC (Metropolitan Statistical Area)",24660
24780,2404875100.0,0.010833368999999999,0.0043097577,654.7682,0.0,0.0188559384,58408.0,0.035655740299999995,0.0195950009,52539.0,319.0,30475.0,2107.0,19313.0,164.0,144.0,17.0,0.1533575324,0.027192114700000002,45760.0,0.27260176,133798.0,88038.0,"Greenville, NC (Metropolitan Statistical Area)",24780
24860,14254262900.0,0.0823492846,0.0327603872,2788.2466999999997,0.0,0.1054662359,312255.0,0.5074121314,0.11504946179999999,282801.0,3770.0,132014.0,22363.0,123584.0,673.0,344.0,53.0,1.0770086909,0.08606003450000001,225579.0,2.5116282215,725680.0,500101.0,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",24860
25060,6343808000.0,0.07597019569999999,0.030222643900000002,2571.9795000000004,0.0,0.024509581199999998,152386.0,0.3108214405,0.0649471562,136111.0,411.0,83307.0,72.0,51671.0,537.0,97.0,16.0,0.5853158025,0.0517969426,99673.0,4.572203995,363988.0,264315.0,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",25060
25180,3805998300.0,0.052244509800000005,0.020784035,789.1227,0.15013965540000002,0.061711892000000004,85885.0,0.16341209689999997,0.030776406899999997,79295.0,3476.0,33641.0,24327.0,17124.0,185.0,508.0,34.0,0.4117222216,0.0731643542,76534.0,1.1170992283999999,207828.0,131294.0,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",25180
25220,1404762000.0,0.0122583252,0.004876634699999999,823.1213,0.0,0.0083857858,40794.0,0.08632401140000001,0.010824344199999999,36558.0,545.0,23125.0,179.0,12561.0,124.0,24.0,0.0,0.2463338482,0.0151341047,53381.0,0.3841370541,100588.0,47207.0,"Hammond, LA (Metropolitan Statistical Area)",25220
25260,1677011600.0,0.009846399300000001,0.0039171187,1391.491,0.0,0.0157418827,36563.0,0.2735897589,0.021782225099999997,34418.0,591.0,6875.0,3.0,26653.0,147.0,143.0,6.0,0.1648726352,0.0069773495,16774.0,0.5104895040999999,129461.0,112687.0,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",25260
25420,11143187400.0,0.0381925198,0.0151938395,1664.4423000000002,0.0,0.1557855876,217025.0,0.15258832230000002,0.0642057788,202380.0,7857.0,61197.0,72884.0,58352.0,597.0,1450.0,43.0,0.9294951629999999,0.2565813629,127449.0,1.6223051275000002,509074.0,381625.0,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",25420
25540,29694142400.0,0.1279404928,0.0508975866,1606.6534,0.0,0.4036458438,471877.0,0.1455597075,0.131851593,445870.0,4446.0,60005.0,222073.0,156599.0,866.0,1812.0,69.0,1.4686051033999998,0.7591875574,142384.0,3.2571701163999998,1148618.0,1006234.0,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",25540
25620,1946924600.0,0.010559213599999999,0.00420069053244854,1620.8573999999999,0.0,0.0079709976,50453.0,0.09128127889999998,0.012383647499999999,45999.0,683.0,25004.0,83.0,19972.0,205.0,52.0,0.0,0.2196172962,0.024546587200000004,62347.0,1.0543257526,123812.0,61465.0,"Hattiesburg, MS (Metropolitan Statistical Area)",25620
25860,6321752200.0,0.0186106471,0.0074037289999999995,1665.8313,0.0,0.0336702224,144874.0,0.15859793760000002,0.0532540374,133966.0,4390.0,70926.0,28307.0,29385.0,487.0,416.0,55.0,0.44552466320000006,0.08140463149999999,147538.0,3.9686824442999997,341851.0,194313.0,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",25860
25940,3274873400.0,0.0467297032,0.0185901208,1622.6739,0.0,0.020290187299999998,68437.0,0.0663479091,0.056005252299999995,52574.0,264.0,40745.0,381.0,10884.0,265.0,20.0,15.0,0.2837480678,0.0216426215,51267.0,0.5156728936,141615.0,90348.0,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",25940
26140,2167224500.0,0.0133325293,0.0053039768000000004,773.1486,0.0,0.0065789640000000005,62204.0,0.0365418963,0.0238927844,52634.0,365.0,46517.0,340.0,5098.0,257.0,50.0,7.0,0.22546784239999998,0.0043242733000000005,50294.0,4.0778826392,118085.0,67791.0,"Homosassa Springs, FL (Metropolitan Statistical Area)",26140
26380,3052876100.0,0.0432681009,0.01721301909370711,3552.0859999999993,0.0,0.017658062,74973.0,0.7327730877,0.045066564499999996,68054.0,80.0,33493.0,43.0,34198.0,192.0,36.0,12.0,0.18936670039999998,0.0335615848,51005.0,1.1072473427,194477.0,143472.0,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",26380
26420,100706883000.0,0.6944782287,0.2762789728,9434.0019,0.0,0.9638195778000002,1788107.0,13.416500429900001,0.7662342583,1648148.0,2150.0,814753.0,1134.0,818972.0,9440.0,1221.0,478.0,6.166364291700001,0.6881875799000001,391555.0,33.18339492409999,4693161.0,4301606.0,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",26420
26580,6073028500.0,0.0270843052,0.010774742899999998,2562.8092,0.0,0.09156783280000001,161331.0,1.084181968,0.030837489899999997,146389.0,3617.0,58604.0,1848.0,81629.0,244.0,418.0,29.0,0.5288005836999999,0.1263067349,148440.0,6.2325569098,362346.0,213906.0,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",26580
26620,7457664900.0,0.1043590751,0.041516372600000004,1419.9308,0.0,0.0517625508,147185.0,0.0658550326,0.0646480648,134643.0,1110.0,86373.0,870.0,45867.0,250.0,152.0,21.0,0.5356715217,0.0808738923,106832.0,0.9446865098999999,342376.0,235544.0,"Huntsville, AL (Metropolitan Statistical Area)",26620
26820,1805361000.0,0.0161538871,0.0064263791,5239.795,0.0,0.026659225499999998,38061.0,0.06084382540000001,0.025235365600000004,35743.0,1665.0,15833.0,1772.0,16185.0,80.0,200.0,8.0,0.1268531843,0.039238004800000004,34029.0,0.3014098716,104576.0,70547.0,"Idaho Falls, ID (Metropolitan Statistical Area)",26820
26900,37676151300.0,0.1985424247,0.07898462179999999,4340.8224,0.17413905640000002,0.5145649648,701812.0,0.7180508049,0.3290474405,647926.0,2912.0,177111.0,12268.0,451327.0,1412.0,2806.0,90.0,2.5502429344,0.6750504261000001,255029.0,6.7496355383,1658462.0,1403433.0,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",26900
26980,2781064800.0,0.0050871216,0.0020237719,1194.1186,0.0,0.04273455080000001,54374.0,0.038856774899999995,0.0343094486,52136.0,569.0,8900.0,414.0,41785.0,220.0,234.0,14.0,0.21039519099999998,0.0723874475,39622.0,0.4058125918,131676.0,92054.0,"Iowa City, IA (Metropolitan Statistical Area)",26980
27100,3091552400.0,0.019801981,0.0078776722,723.7647,0.0,0.0305527586,62906.0,0.0469933875,0.021697627999999997,58168.0,853.0,3931.0,2280.0,50697.0,140.0,257.0,10.0,0.2449353436,0.08430306580000001,65469.0,0.5039865954,158422.0,92953.0,"Jackson, MI (Metropolitan Statistical Area)",27100
27140,9471535400.0,0.09360283389999999,0.037237302400000005,4729.4357,0.0,0.05067278049999999,206561.0,0.202067666,0.0771176383,189734.0,1693.0,76395.0,224.0,110580.0,500.0,303.0,39.0,0.9187563548000001,0.0990865348,162918.0,1.7250048811999998,525346.0,362428.0,"Jackson, MS (Metropolitan Statistical Area)",27140
27180,2205950700.0,0.0109121251,0.0043410881,1112.8486000000003,0.0,0.020047947,50521.0,0.0897129888,0.022304029700000002,46844.0,742.0,17255.0,264.0,28390.0,70.0,121.0,2.0,0.2619491761,0.0370423657,50718.0,0.44630972069999997,121909.0,71191.0,"Jackson, TN (Metropolitan Statistical Area)",27180
27260,23936109600.0,0.21870653,0.08700635109999999,3698.1006999999995,0.0,0.1171415048,475043.0,0.758593706,0.2107356353,432627.0,1276.0,367718.0,16602.0,42853.0,3322.0,707.0,149.0,2.005404305,0.0409402221,136473.0,7.110143299999999,1122750.0,986277.0,"Jacksonville, FL (Metropolitan Statistical Area)",27260
27340,1959586300.0,0.0103944886,0.0041351605,908.5552,0.0,0.0423900947,55726.0,0.0035305013000000002,0.0141381331,48122.0,464.0,40434.0,2080.0,4883.0,194.0,59.0,8.0,0.16479255980000002,0.0093586741,43444.0,0.2488448328,150355.0,106911.0,"Jacksonville, NC (Metropolitan Statistical Area)",27340
27500,3135987400.0,0.0250328044,0.009958609,726.1965,0.0,0.060750718499999995,62187.0,0.08059631469999999,0.0251366464,58617.0,573.0,6695.0,2292.0,48574.0,118.0,352.0,13.0,0.23751859879999998,0.0751430091,33127.0,0.5605932403,152307.0,119180.0,"Janesville-Beloit, WI (Metropolitan Statistical Area)",27500
27620,2563439300.0,0.0171768144,0.0068333203,2278.3636,0.0,0.0412375194,56728.0,0.058272023099999994,0.028603255799999998,51637.0,3448.0,18622.0,266.0,29024.0,110.0,140.0,27.0,0.2662784715,0.0409014043,67628.0,0.5756551335000001,140052.0,72424.0,"Jefferson City, MO (Metropolitan Statistical Area)",27620
27740,3089932900.0,0.0093482328,0.0037189369,863.9042000000001,0.0,0.0236320066,81913.0,0.0487398864,0.0182105175,75197.0,2366.0,49173.0,6098.0,17285.0,165.0,102.0,8.0,0.22864928299999998,0.0325949286,65756.0,0.36489379159999996,181607.0,115851.0,"Johnson City, TN (Metropolitan Statistical Area)",27740
27780,2385603500.0,0.0291444746,0.011594324199999999,693.4293,0.0,0.032950396800000004,65796.0,0.0320818104,0.013233955700000001,60531.0,4124.0,5348.0,21165.0,29649.0,95.0,146.0,4.0,0.1559154495,0.1005468307,49410.0,0.3767664163,152598.0,103188.0,"Johnstown, PA (Metropolitan Statistical Area)",27780
27860,1715383900.0,0.0175253539,0.0069719774,1476.3623,0.0,0.0230942172,46184.0,0.08666646369999999,0.0329118707,42327.0,680.0,12679.0,46.0,28769.0,78.0,71.0,4.0,0.16047079609999998,0.0369854638,45168.0,0.3649766122,107762.0,62594.0,"Jonesboro, AR (Metropolitan Statistical Area)",27860
27900,2584041800.0,0.0162293157,0.006456386200000001,1267.9818,0.0,0.0366192877,67468.0,0.1067703557,0.0222426545,61552.0,2406.0,16421.0,119.0,42431.0,100.0,75.0,0.0,0.2787907294,0.0592582586,60505.0,1.0575247861,157322.0,96817.0,"Joplin, MO (Metropolitan Statistical Area)",27900
28020,6430747200.0,0.038990586199999996,0.015511326399999999,1670.3703,0.0,0.09567069339999999,133225.0,0.1445187491,0.046234125200000004,121461.0,1544.0,11303.0,6968.0,100535.0,367.0,730.0,14.0,0.5082787252,0.1755855441,102438.0,1.0306997627,314866.0,212428.0,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",28020
28100,1929114300.0,0.0254651181,0.0101305912,681.4449,0.0,0.0239657388,40610.0,0.09646798990000001,0.0233500486,38182.0,120.0,5003.0,280.0,32645.0,60.0,74.0,0.0,0.1340427059,0.061040774000000006,27943.0,0.3780357217,103833.0,75890.0,"Kankakee, IL (Metropolitan Statistical Area)",28100
28140,41465299100.0,0.2428200671,0.096599255,7372.768399999999,0.1292247682,0.5409935131,757344.0,0.8502623342000001,0.3096224248,708309.0,4574.0,116348.0,945.0,583662.0,907.0,1752.0,121.0,2.6219243706999995,0.8226051838999999,241701.0,12.657292401900001,1811254.0,1569553.0,"Kansas City, MO-KS (Metropolitan Statistical Area)",28140
28420,3767692400.0,0.0452075208,0.0179845621,3025.473,0.0,0.028168523600000002,72047.0,0.0376983911,0.0442927329,67706.0,1291.0,58330.0,1223.0,6502.0,132.0,222.0,6.0,0.301205763,0.0110634263,27027.0,0.48847159030000004,191822.0,164795.0,"Kennewick-Richland, WA (Metropolitan Statistical Area)",28420
28660,5157827200.0,0.031232074500000002,0.0124248168,2858.623,0.0,0.0380980055,122159.0,0.0784578771,0.039263296399999995,112011.0,623.0,71776.0,130.0,38879.0,413.0,179.0,11.0,0.4428485137,0.025418745899999998,67954.0,0.6677433301,330714.0,262760.0,"Killeen-Temple, TX (Metropolitan Statistical Area)",28660
28700,4090918200.0,0.035003342699999995,0.0139251136,1467.9472999999998,0.0,0.0265415763,104823.0,0.1542348454,0.0289492307,95287.0,3923.0,69978.0,5323.0,15571.0,249.0,213.0,30.0,0.3469743692,0.0327892425,92718.0,1.9265131967999998,230014.0,137296.0,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",28700
28740,3576371700.0,0.0132011776,0.005251724100000001,1160.76,0.0,0.0308590558,77656.0,0.025153332999999996,0.0179017871,67499.0,2565.0,6613.0,42362.0,15581.0,94.0,259.0,25.0,0.2822428671,0.0921514342,87755.0,0.47035022299999996,177749.0,89994.0,"Kingston, NY (Metropolitan Statistical Area)",28740
28940,14663221100.0,0.0898522968,0.0357452522,3649.7622,0.09295482099999999,0.09696095260000001,335484.0,0.2690037185,0.12077180290000002,305590.0,7495.0,171074.0,7121.0,118579.0,642.0,626.0,53.0,1.4940867143000003,0.16585508770000001,240924.0,6.686411759499999,748259.0,507335.0,"Knoxville, TN (Metropolitan Statistical Area)",28940
29100,2435322800.0,0.0183270046,0.007290893100000001,1048.8214,0.0,0.048978838999999996,51647.0,0.0501371808,0.0236217707,49232.0,1043.0,8181.0,4757.0,34823.0,85.0,343.0,0.0,0.1855229139,0.063178285,29299.0,0.39705688689999996,126838.0,97539.0,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",29100
29180,6839461000.0,0.09347059719999999,0.0371846928,4313.531300000001,0.0,0.0424119151,171881.0,1.3705727459,0.0764551449,155891.0,269.0,89173.0,312.0,65580.0,331.0,212.0,14.0,0.6147972037,0.06788127099999999,138630.0,2.4341752544000004,425020.0,286390.0,"Lafayette, LA (Metropolitan Statistical Area)",29180
29200,3313599900.0,0.0377973982,0.0150366508,1284.527,0.0,0.0507681375,70836.0,0.2796998805,0.0441539529,66502.0,534.0,15802.0,1319.0,48406.0,113.0,326.0,2.0,0.2530963912,0.071812633,48786.0,0.8558727612000001,178541.0,129755.0,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",29200
29340,3365400500.0,0.0373290607,0.014850334199999999,3025.933,0.0,0.0720107144,81331.0,4.1062498169,0.0405570839,72205.0,506.0,34635.0,163.0,36549.0,257.0,93.0,2.0,0.3076139844,0.0382052651,51120.0,6.2242252462,193568.0,142448.0,"Lake Charles, LA (Metropolitan Statistical Area)",29340
29420,2580444200.0,0.038555688399999996,0.015338313999999999,13469.71,0.0,0.022140515,80062.0,0.021084267400000002,0.04486308519999999,62809.0,1678.0,28030.0,97.0,32621.0,231.0,125.0,27.0,0.3656575968,0.0247254272,38231.0,1.0127474306,155032.0,116801.0,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",29420
29460,8705127200.0,0.0802226385,0.0319143612,2009.985,0.0,0.026515529,226376.0,0.1800842781,0.08244239219999999,187233.0,367.0,164131.0,2260.0,18355.0,1839.0,215.0,66.0,0.7407760126999999,0.0170333409,98267.0,3.6213216714999996,483924.0,385657.0,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",29460
29540,9483705800.0,0.0339470111,0.013504878100000001,983.806,0.0,0.13092479140000002,179990.0,0.5176061649,0.0744302394,172560.0,8699.0,55352.0,59411.0,47998.0,428.0,629.0,43.0,0.5540341244,0.2201309636,116191.0,1.5446439755,470658.0,354467.0,"Lancaster, PA (Metropolitan Statistical Area)",29540
29620,9551091500.0,0.07954889230000001,0.0316463312,1714.5349,0.0,0.296410962,181804.0,0.10472910949999999,0.06408734760000001,172413.0,1682.0,18424.0,8798.0,141437.0,654.0,1389.0,29.0,0.6928630304999999,0.2478330689,116595.0,2.296978954,447728.0,331133.0,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",29620
29700,2049513400.0,0.0332679639,0.0132347401,3375.528,0.0,0.0179644193,55206.0,0.014708511,0.0168549281,50740.0,11.0,31291.0,30.0,18456.0,872.0,41.0,39.0,0.2144493716,0.010933499099999999,8430.0,0.4073191507,193117.0,184687.0,"Laredo, TX (Metropolitan Statistical Area)",29700
29740,2395618100.0,0.0336311325,0.0133792179,3814.62,0.0,0.0315586551,65210.0,0.0248095144,0.019138399599999998,59556.0,931.0,8483.0,22.0,49638.0,229.0,118.0,135.0,0.3229607632,0.0606462734,35645.0,0.6341584886,174682.0,139037.0,"Las Cruces, NM (Metropolitan Statistical Area)",29740
29820,29516301600.0,0.36290054759999996,0.1443699557,8090.655,0.0,0.1596163283,559799.0,0.1526338787,0.3186126997,512253.0,630.0,223277.0,316.0,286459.0,1176.0,242.0,153.0,0.9667202373,0.3030795308,32037.0,6.828895941900001,1375765.0,1343728.0,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",29820
30020,1758690000.0,0.0256043949,0.010186000471189973,1725.7659999999998,0.0,0.018506990100000002,48501.0,0.0613428801,0.013528977,42422.0,233.0,14858.0,37.0,27044.0,137.0,106.0,7.0,0.2343907236,0.033335327,29296.0,0.5802250421999999,121610.0,92314.0,"Lawton, OK (Metropolitan Statistical Area)",30020
30140,2323757200.0,0.0,0.0,362.5995,0.0,0.0284388621,49320.0,0.0549600949,0.0182414262,46551.0,1630.0,7697.0,25906.0,11062.0,94.0,158.0,4.0,0.1778556113,0.0746347497,37240.0,0.47788646149999997,120327.0,83087.0,"Lebanon, PA (Metropolitan Statistical Area)",30140
30340,1903085600.0,0.017435495500000002,0.0069362303,497.2267,0.0,0.039348677400000004,45960.0,0.0294463721,0.0113471629,42028.0,1712.0,1362.0,34009.0,4727.0,48.0,161.0,9.0,0.1233521078,0.0861457018,44266.0,0.3140134304,103793.0,59527.0,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",30340
30460,8816465600.0,0.045059633,0.0179257291,1484.0656999999999,0.0,0.12666097929999998,175262.0,0.33704380799999994,0.07170174809999999,163854.0,1375.0,65057.0,1539.0,95207.0,280.0,386.0,10.0,0.6841988116000001,0.1325206469,66041.0,1.8402842071999999,408326.0,342285.0,"Lexington-Fayette, KY (Metropolitan Statistical Area)",30460
30620,1853234300.0,0.0111241003,0.0044254181,406.88199999999995,0.0,0.025062636699999998,44245.0,0.1613167301,0.0167315426,40646.0,340.0,7663.0,818.0,31670.0,33.0,103.0,19.0,0.1699693844,0.05869539,28875.0,0.4473252022,108473.0,79598.0,"Lima, OH (Metropolitan Statistical Area)",30620
30700,5509096300.0,0.0437025652,0.0173858594,1422.4367,0.0,0.0830237633,110645.0,0.1994332409,0.0558767428,105200.0,466.0,24193.0,375.0,79624.0,186.0,326.0,30.0,0.5248227496,0.1234731766,33917.0,1.528735396,266787.0,232870.0,"Lincoln, NE (Metropolitan Statistical Area)",30700
30780,12123669500.0,0.12143961020000002,0.0483113939,4198.2284,0.0,0.18555773800000003,261917.0,0.2785297797,0.1027333738,241094.0,4356.0,83032.0,225.0,152584.0,534.0,291.0,72.0,0.9698780653000001,0.1806137097,181091.0,1.9364534696,610518.0,429427.0,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",30780
30860,1520588900.0,0.0421595411,0.016772008,1841.4296,0.0,0.0390303936,32907.0,0.0182510174,0.0203817841,31019.0,270.0,2713.0,735.0,27065.0,49.0,175.0,12.0,0.1509761214,0.0629428633,23099.0,0.35067392210000004,102720.0,79621.0,"Logan, UT-ID (Metropolitan Statistical Area)",30860
30980,3364916700.0,0.039346896099999994,0.0156530757,1807.6589,0.0,0.035106885500000004,81146.0,0.6139010887999999,0.0270331327,73341.0,942.0,37429.0,65.0,34615.0,180.0,83.0,27.0,0.3476708892,0.0389284137,82148.0,6.017727651,194042.0,111894.0,"Longview, TX (Metropolitan Statistical Area)",30980
31080,266449861700.0,1.4578933147,0.5799825711,5700.2994,0.0,0.543469941,4240393.0,5.3807165773,1.2558026934000002,4069061.0,9175.0,754021.0,1425.0,3182508.0,109967.0,4242.0,7723.0,12.5387391833,2.5071116153000004,73567.0,26.645275036999998,12365627.0,12292060.0,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",31080
31140,23781774600.0,0.1525745561,0.0606975682,3640.752,0.3173192206,0.2564237474,476656.0,0.7816118906812545,0.1829887309,447650.0,5350.0,122567.0,6220.0,310650.0,1208.0,1605.0,50.0,2.0038091292,0.4374159991,205158.0,9.1917980684,1121109.0,915951.0,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",31140
31180,4336003100.0,0.0504835766,0.0200834976,2695.8419000000004,0.0,0.044176141399999994,106468.0,0.0438805116,0.0542087661,97382.0,86.0,31798.0,41.0,65245.0,85.0,120.0,7.0,0.36167493910000004,0.0925263137,41107.0,1.0590878302,256250.0,215143.0,"Lubbock, TX (Metropolitan Statistical Area)",31180
31420,4110843100.0,0.016549119299999998,0.0065836102,1737.7148,0.0,0.032982608100000005,94054.0,0.18687123800000002,0.026282839699999998,84338.0,699.0,30058.0,169.0,52926.0,335.0,112.0,39.0,0.5054456203,0.060708916599999996,81651.0,6.3267015795,222368.0,140717.0,"Macon, GA (Metropolitan Statistical Area)",31420
31460,1739758600.0,0.0154371212,0.006141234000000001,2153.322,0.0,0.0200982853,40387.0,0.0357661648,0.0236376053,36155.0,4690.0,8585.0,50.0,22292.0,132.0,384.0,22.0,0.20180249179999998,0.0178506381,41864.0,0.3207347184,123109.0,81245.0,"Madera, CA (Metropolitan Statistical Area)",31460
31540,12705848900.0,0.0829433718,0.0329967271,3386.6649,0.0,0.2940447523,226540.0,0.16375273440000002,0.13021127429999999,215899.0,2937.0,37775.0,11301.0,161604.0,690.0,1555.0,37.0,0.8146351841,0.2610304732,137219.0,3.8923311085,535421.0,398202.0,"Madison, WI (Metropolitan Statistical Area)",31540
31700,9475107800.0,0.0749265197,0.0298074482,892.1995,0.0,0.1075707237,149961.0,0.1078676083,0.053056801900000006,144455.0,3393.0,11251.0,63455.0,65152.0,353.0,822.0,29.0,0.37666226560000005,0.21612683920000003,83290.0,0.9660182065999999,380841.0,297551.0,"Manchester-Nashua, NH (Metropolitan Statistical Area)",31700
31900,2330445000.0,0.0219013382,0.00871284,500.3274,0.0,0.0286182964,53062.0,0.0190899993,0.0168615992,49534.0,1064.0,8165.0,3758.0,36237.0,71.0,239.0,0.0,0.18497726469999998,0.07048789429999999,38091.0,0.3506492322,128852.0,90761.0,"Mansfield, OH (Metropolitan Statistical Area)",31900
